TransactionID,CustomerSegment,ProductCategory,PurchaseAmount ($),Quantity,PurchaseDate
795,Premium,Beauty,842.9,7,2022-05-07 18:55:40.187451648
796,Wholesale,Clothing,616.06,3,2024-08-10 22:38:35.135009257
797,Premium,Home & Kitchen,329.2,6,2022-12-30 14:07:31.780341378
798,Wholesale,Books,195.78,3,2023-04-30 16:53:27.842580114
799,Wholesale,Clothing,557.72,7,2023-10-23 08:00:13.755908074
800,Wholesale,Clothing,586.0,7,2024-10-10 07:14:47.526470065
801,Premium,Clothing,210.96,8,2024-05-11 18:56:56.608001168
802,Wholesale,Books,852.15,2,2022-05-15 06:42:31.601653101
803,Wholesale,Electronics,88.84,9,2022-09-28 14:56:56.448669244
804,Premium,Beauty,359.31,5,2024-11-20 12:01:43.609378352
805,Wholesale,Home & Kitchen,681.98,9,2022-11-22 05:05:42.079518139
806,Premium,Electronics,277.75,5,2024-11-05 13:54:26.284951082
807,Wholesale,Home & Kitchen,828.54,7,2022-05-29 12:55:42.299233841
808,Regular,Beauty,741.17,9,2022-02-18 17:04:30.246388688
809,Regular,Books,790.08,4,2023-11-06 03:01:32.897816992
810,Wholesale,Clothing,123.51,2,2023-11-16 23:12:50.438556819
811,Regular,Clothing,144.84,9,2024-04-13 19:23:08.270600983
812,Premium,Books,290.04,2,2024-11-28 01:52:58.184273599
813,Regular,Electronics,520.49,3,2022-02-18 23:42:05.372783695
814,Wholesale,Electronics,749.28,2,2024-02-09 09:47:30.403984072
815,Wholesale,Home & Kitchen,837.35,3,2024-03-24 22:18:00.516203723
816,Premium,Books,705.81,6,2022-06-28 15:57:44.827671933
817,Wholesale,Electronics,928.95,3,2024-02-14 10:43:15.994060860
818,Premium,Books,740.05,8,2024-03-17 03:20:59.157106206
819,Regular,Beauty,309.74,6,2022-12-16 20:51:50.393980939
820,Regular,Clothing,268.76,7,2023-11-10 18:50:46.462057886
821,Premium,Clothing,697.71,1,2024-07-08 10:00:51.605574815
822,Premium,Clothing,196.91,3,2023-04-26 08:57:42.655180794
823,Wholesale,Books,97.25,3,2024-09-27 08:43:43.890075362
824,Regular,Books,534.56,2,2023-09-05 07:47:54.922823484
825,Premium,Home & Kitchen,822.53,7,2022-06-09 08:31:22.140458324
826,Regular,Clothing,105.87,9,2023-09-13 10:36:09.386114819
827,Premium,Home & Kitchen,792.93,4,2023-09-06 20:11:20.506399539
828,Regular,Clothing,812.51,5,2023-05-21 08:24:45.956513482
829,Wholesale,Home & Kitchen,484.86,3,2024-11-22 08:45:03.700561936
830,Regular,Home & Kitchen,62.02,9,2024-10-14 01:44:42.966318410
831,Regular,Beauty,178.72,4,2023-04-04 21:19:24.623785698
832,Regular,Home & Kitchen,708.89,5,2023-01-25 19:26:30.008030693
833,Regular,Books,713.22,1,2023-03-11 11:31:09.335416948
834,Regular,Home & Kitchen,898.86,2,2024-01-22 00:06:02.928817007
835,Wholesale,Clothing,584.77,9,2023-11-02 09:39:24.568442650
836,Premium,Home & Kitchen,128.49,2,2022-09-13 09:49:15.761802029
837,Regular,Electronics,125.81,5,2023-11-01 23:16:10.250288674
838,Wholesale,Clothing,722.53,8,2024-05-26 23:51:47.653789007
839,Regular,Electronics,187.87,3,2024-07-23 17:34:46.028160888
840,Regular,Clothing,331.74,6,2023-07-21 05:37:28.239214738
841,Premium,Books,489.78,4,2022-04-29 07:19:40.539117648
842,Regular,Books,29.64,7,2022-04-09 16:25:54.974432921
843,Wholesale,Books,252.57,3,2023-01-18 22:15:47.862112630
844,Wholesale,Electronics,410.85,6,2022-03-19 13:17:49.678680126
845,Premium,Beauty,283.24,9,2022-10-20 05:02:28.500357787
846,Regular,Clothing,140.69,1,2022-06-04 01:20:15.700168107
847,Wholesale,Books,729.37,3,2022-11-27 14:37:19.455161770
848,Regular,Clothing,814.08,2,2024-02-02 17:30:51.028585127
849,Regular,Electronics,261.19,8,2022-08-15 07:30:26.405553800
850,Regular,Beauty,775.55,7,2022-08-03 12:42:25.893237194
851,Premium,Electronics,388.63,2,2022-12-03 20:04:41.671807439
852,Regular,Clothing,509.15,6,2023-06-12 09:41:17.551262074
853,Wholesale,Beauty,856.72,3,2023-05-09 14:37:43.542931049
854,Regular,Beauty,751.2,8,2022-04-08 10:43:41.375529031
855,Wholesale,Electronics,806.09,3,2023-07-12 13:15:30.566945996
856,Regular,Books,141.16,9,2024-03-16 14:03:46.220960080
857,Wholesale,Clothing,74.37,1,2022-05-03 06:26:36.753214935
858,Wholesale,Home & Kitchen,893.94,5,2024-04-06 23:38:18.401123997
859,Regular,Home & Kitchen,390.9,3,2024-07-17 07:45:19.466410636
860,Regular,Electronics,291.44,6,2023-09-06 08:20:42.168659974
861,Wholesale,Clothing,726.07,2,2023-12-03 06:56:14.324632530
862,Premium,Clothing,837.23,9,2022-10-04 14:35:00.997380661
863,Regular,Electronics,863.18,6,2023-09-14 15:53:08.739735381
864,Premium,Clothing,319.42,7,2023-08-05 19:35:23.616168508
865,Regular,Books,852.95,5,2024-12-26 02:30:34.833671710
866,Regular,Electronics,45.73,9,2022-07-31 03:15:38.698819021
867,Regular,Books,54.41,1,2024-12-05 10:45:47.355415293
868,Regular,Clothing,625.4,5,2023-02-17 17:50:09.184614790
869,Premium,Electronics,67.79,6,2022-11-01 13:09:18.569135902
870,Regular,Clothing,327.99,7,2022-09-26 23:21:01.371511471
871,Wholesale,Electronics,674.39,4,2024-10-17 11:34:41.691240372
872,Wholesale,Clothing,340.58,1,2024-07-30 07:26:40.148291033
873,Premium,Books,183.7,8,2023-10-25 00:36:47.042141008
874,Regular,Books,284.94,4,2023-10-28 03:11:19.110850315
875,Wholesale,Clothing,460.29,3,2023-03-24 08:08:49.243374133
876,Premium,Electronics,478.01,7,2024-06-23 11:57:13.270659306
877,Regular,Home & Kitchen,784.09,2,2023-02-14 12:10:30.912422103
878,Wholesale,Books,751.4,8,2024-03-30 21:48:37.144116792
879,Wholesale,Books,459.53,6,2023-12-20 18:53:54.619820966
880,Premium,Home & Kitchen,846.44,7,2023-05-09 04:57:36.761239491
881,Regular,Clothing,118.67,5,2022-10-21 19:54:17.430073900
882,Regular,Electronics,259.08,9,2024-06-04 11:03:13.644169472
883,Wholesale,Clothing,828.84,5,2024-10-26 14:19:34.965460946
884,Wholesale,Beauty,381.1,5,2022-07-08 00:17:53.642659891
885,Wholesale,Books,981.28,3,2024-07-16 07:44:24.407418026
886,Regular,Beauty,468.92,1,2022-01-16 16:11:08.896545858
887,Premium,Books,792.98,2,2023-03-29 20:03:25.411772016
888,Premium,Books,405.3,8,2023-11-11 07:01:12.480551743
889,Regular,Beauty,427.83,1,2022-07-16 19:17:21.855720398
890,Premium,Beauty,385.97,7,2023-07-04 20:21:31.766615107
891,Wholesale,Clothing,720.48,5,2023-01-01 14:00:44.262964851
892,Premium,Beauty,549.78,3,2022-04-02 06:31:54.523477684
893,Premium,Clothing,944.06,7,2022-04-22 05:40:46.287376974
894,Premium,Clothing,254.64,9,2024-11-21 15:07:02.495996489
895,Wholesale,Clothing,105.06,2,2023-01-03 15:11:20.901534742
896,Regular,Books,396.3,8,2024-11-28 00:50:16.838744192
897,Wholesale,Books,618.63,9,2022-07-27 09:27:41.280330328
898,Regular,Beauty,861.49,3,2023-05-30 03:11:21.132245980
899,Regular,Books,349.47,2,2024-10-28 07:41:26.403078384
900,Regular,Beauty,655.52,7,2022-10-24 18:06:10.719414257
901,Premium,Books,353.45,5,2024-06-01 03:21:27.421487520
902,Premium,Electronics,619.13,5,2024-03-05 21:37:18.071998639
903,Regular,Electronics,885.38,5,2024-10-26 16:35:46.301945302
904,Regular,Beauty,235.2,4,2023-08-08 09:53:56.526390504
905,Premium,Books,407.22,5,2023-05-26 08:53:23.311475940
906,Wholesale,Books,993.3,4,2023-04-26 01:55:50.216423717
907,Regular,Clothing,869.21,6,2023-06-06 11:36:03.280792842
908,Wholesale,Home & Kitchen,566.82,4,2024-06-04 04:58:46.152571420
909,Premium,Beauty,519.04,2,2023-09-10 13:19:20.306944789
910,Regular,Home & Kitchen,288.18,9,2022-01-20 06:11:34.429357936
911,Wholesale,Home & Kitchen,519.62,2,2022-08-25 13:18:51.599173675
912,Wholesale,Beauty,848.94,9,2022-06-04 03:38:34.494841829
913,Wholesale,Books,686.75,6,2022-05-26 18:15:41.048915339
914,Premium,Beauty,293.59,9,2023-05-17 21:49:34.105453874
915,Premium,Home & Kitchen,205.46,9,2024-10-20 12:07:38.477471142
916,Wholesale,Books,268.88,3,2024-02-10 16:19:23.566627870
917,Wholesale,Electronics,173.91,1,2024-11-20 03:42:55.901875311
918,Premium,Beauty,100.16,1,2024-11-29 04:51:18.294828595
919,Wholesale,Beauty,422.04,3,2023-12-17 21:15:16.121436631
920,Wholesale,Books,117.73,5,2024-11-23 11:15:34.091535912
921,Premium,Electronics,176.05,3,2024-07-20 19:24:54.414520908
922,Wholesale,Electronics,549.59,9,2022-11-01 16:12:46.634757818
923,Wholesale,Books,168.78,9,2023-02-24 14:47:42.970737106
924,Wholesale,Clothing,68.56,3,2024-06-01 21:31:30.156172908
925,Premium,Beauty,320.8,3,2022-04-13 11:56:02.821733495
926,Wholesale,Beauty,224.22,5,2023-08-19 18:27:24.021837126
927,Premium,Home & Kitchen,517.73,2,2022-07-14 07:59:10.741248662
928,Premium,Books,106.86,6,2023-01-07 04:21:19.331255903
929,Regular,Home & Kitchen,753.01,7,2022-02-15 12:33:11.908137268
930,Regular,Home & Kitchen,906.7,9,2023-04-29 00:13:11.765072992
931,Wholesale,Electronics,744.72,6,2023-02-13 08:16:14.289985148
932,Premium,Beauty,535.16,3,2024-09-28 11:52:03.008439758
933,Regular,Home & Kitchen,861.36,5,2024-03-25 15:40:07.825985667
934,Wholesale,Electronics,696.44,4,2024-10-15 02:42:04.419328964
935,Regular,Books,15.5,5,2022-01-19 23:34:20.218218616
936,Regular,Home & Kitchen,397.12,8,2024-10-18 04:20:56.276139813
937,Premium,Beauty,851.7,8,2023-03-31 22:43:28.516403833
938,Premium,Home & Kitchen,349.13,6,2022-08-16 15:04:34.787060608
939,Regular,Books,40.04,1,2022-07-19 16:20:50.925605926
940,Regular,Home & Kitchen,747.45,8,2024-12-30 14:20:28.059329696
941,Premium,Beauty,803.03,8,2022-06-12 11:56:42.212604103
942,Wholesale,Electronics,164.79,2,2022-07-31 10:34:28.263535119
943,Premium,Beauty,539.65,4,2023-12-05 17:35:31.280610988
944,Regular,Electronics,196.0,2,2024-01-14 15:58:25.463813337
945,Wholesale,Clothing,720.64,4,2022-01-20 19:20:11.557280849
946,Regular,Beauty,275.19,7,2022-02-26 08:28:20.931289886
947,Wholesale,Beauty,319.63,9,2024-05-02 19:23:38.748296233
948,Regular,Books,845.75,8,2024-10-29 12:33:45.890059072
949,Wholesale,Home & Kitchen,478.94,9,2022-12-28 18:01:17.271093243
950,Wholesale,Electronics,671.41,8,2023-04-14 16:08:26.951361753
951,Regular,Electronics,405.36,2,2023-03-15 06:00:09.342693105
952,Wholesale,Books,301.52,7,2023-12-02 23:32:13.095625596
953,Premium,Books,627.35,2,2023-12-08 13:22:26.538456289
954,Regular,Home & Kitchen,159.08,2,2022-06-08 05:28:00.241593800
955,Premium,Home & Kitchen,376.13,4,2022-12-16 10:27:21.848262255
956,Regular,Beauty,212.99,1,2023-03-21 23:29:14.232356440
957,Wholesale,Clothing,697.32,5,2022-02-12 06:14:08.146796960
958,Wholesale,Home & Kitchen,944.49,6,2024-08-19 21:21:11.399908799
959,Wholesale,Books,995.53,9,2023-10-15 15:46:28.957771544
960,Regular,Home & Kitchen,453.03,8,2024-07-22 16:36:40.088888288
961,Premium,Electronics,256.27,2,2024-11-28 22:47:07.923766291
962,Premium,Clothing,445.62,1,2024-10-30 17:13:53.954377448
963,Regular,Beauty,848.03,2,2023-08-14 19:23:52.175781596
964,Regular,Electronics,209.98,7,2023-07-07 02:54:59.563643587
965,Premium,Electronics,952.34,4,2022-11-21 06:30:57.812380755
966,Premium,Clothing,345.16,5,2022-06-23 07:03:28.633284694
967,Premium,Beauty,985.87,7,2022-03-19 01:59:19.137458001
968,Premium,Books,839.42,3,2023-07-26 14:25:23.553161655
969,Regular,Beauty,809.53,2,2024-04-16 08:30:36.033156048
970,Regular,Home & Kitchen,321.32,7,2024-07-04 03:56:36.202406520
971,Wholesale,Electronics,13.73,5,2022-08-30 17:43:07.772623258
972,Premium,Home & Kitchen,385.22,1,2022-01-19 03:07:24.293246979
973,Wholesale,Books,305.3,1,2022-09-02 14:43:56.538162285
974,Regular,Home & Kitchen,42.21,9,2024-05-06 14:23:06.456394310
975,Regular,Beauty,507.84,5,2023-02-03 11:02:27.273262110
976,Wholesale,Home & Kitchen,406.02,1,2022-03-07 03:39:43.392784764
977,Premium,Books,636.38,7,2024-01-12 19:51:20.031562762
978,Premium,Books,623.08,9,2022-04-11 03:41:30.834830904
979,Premium,Books,125.14,1,2022-03-12 06:06:56.003795643
980,Premium,Beauty,977.08,4,2023-11-23 05:08:02.973582519
981,Wholesale,Books,191.0,3,2024-05-30 23:37:10.902451791
982,Wholesale,Electronics,448.05,5,2022-04-26 18:19:39.874945343
983,Regular,Books,490.68,7,2024-08-26 13:44:02.699971139
984,Premium,Home & Kitchen,814.0,8,2023-07-25 10:42:29.023141723
985,Premium,Home & Kitchen,103.73,2,2024-01-07 14:27:46.711267754
986,Premium,Home & Kitchen,431.5,7,2023-07-05 23:14:57.934732346
987,Wholesale,Beauty,630.36,1,2023-05-22 08:34:00.110399584
988,Premium,Home & Kitchen,219.08,7,2024-03-04 09:53:10.693295381
989,Wholesale,Beauty,629.33,8,2022-10-02 05:30:13.330049032
990,Premium,Beauty,924.05,2,2023-09-27 11:33:33.250271002
991,Premium,Books,997.53,9,2023-12-07 12:48:14.976232363
992,Regular,Electronics,37.29,1,2023-11-26 22:21:38.254556972
993,Premium,Books,239.41,6,2023-12-24 21:04:49.522794703
994,Premium,Books,313.76,1,2024-05-28 21:23:17.861095036
995,Regular,Beauty,402.13,3,2024-04-04 21:55:44.644174027
996,Wholesale,Beauty,246.05,6,2024-08-22 05:40:21.565855528
997,Wholesale,Home & Kitchen,207.47,3,2024-05-16 23:33:30.555009540
998,Premium,Home & Kitchen,954.78,8,2024-06-02 06:18:00.848077488
999,Wholesale,Books,918.93,5,2022-03-20 22:37:02.328832832
1000,Premium,Clothing,51.76,2,2024-04-27 01:12:32.795633657
